geoid,latitude,longitude
31039,41.916402825970664,-96.78740040698307
53069,46.29113381572957,-123.43346991148744
35011,34.34241351376134,-104.41195788764733
31109,40.784173552697304,-96.68775550749253
31129,40.17637962951712,-98.04718498967331
72085,18.18752651872885,-65.86931741141666
46099,43.67417823180376,-96.79143650837834
48327,30.889782006928005,-99.82063586132577
06091,39.58040010160466,-120.5159963784346
21053,36.72748162876828,-85.13601355757793
39063,41.00193524422746,-83.66653581435088
48189,34.07051250997949,-101.82688130126984
01027,33.26908586725047,-85.86054708406576
48011,34.96492558615928,-101.3574043387749
39003,40.77152070814937,-84.10577943232165
13189,33.482859209882676,-82.48136836154823
55111,43.42666338894134,-89.94821666842607
05137,35.85986617647718,-92.15668357608956
41063,45.57986537453199,-117.18102001160187
42007,40.68226294979645,-80.34928727913088
28061,32.019112739134215,-89.11885982152057
29083,38.385163021040675,-93.7927500297933
08109,38.08055275505791,-106.28155556339624
37037,35.70257212935113,-79.2552758625437
49033,41.63225342557333,-111.24450979710866
40001,35.883927839707425,-94.65867921991271
39085,41.91035213400824,-81.25093924222912
51775,37.28639993659644,-80.05547543609836
51121,37.17429075198226,-80.38721544331949
47065,35.180875137803866,-85.16475729686215
35035,32.6131446770333,-105.74144255205383
35003,33.91535189160859,-108.40476237638126
01091,32.247613412233044,-87.7895192944196
56023,42.26380161961162,-110.65594727699397
29011,37.502300583296865,-94.34711077469815
48057,28.439109268551437,-96.6150736733054
51735,37.150269720815935,-76.27056237762244
54075,38.33179534201164,-80.00775249760424
48077,33.78553103644879,-98.20850330548753
51095,37.31330530003073,-76.7738000898054
31101,41.19879315739916,-101.66135122725426
31137,40.51111305746724,-99.41454289300762
22019,30.229223899704813,-93.35794516154746
22111,32.83189616409344,-92.37481822114059
40135,35.49535330589699,-94.75524386066049
01049,34.459772955674,-85.80414264358535
36101,42.26780900497513,-77.38380325427882
42053,41.513072436303304,-79.236011843561
22105,30.626653199126366,-90.40568038614211
51179,38.42071901902704,-77.45740038676408
26109,45.525121356819525,-87.50968400224369
18073,41.02299830455525,-87.1161212418817
13025,31.196876142644108,-81.98189557450333
